employee_id,full_name,email,department,role,hire_date,manager_id,employment_status,total_events,total_download_mb,after_hours_pct,failed_pct,high_sens_pct,foreign_ip_events,avg_rule_score,anomaly_score,final_risk_score,risk_level,is_anomaly
EMP1026,Yvette Douglas,brett15@example.org,Engineering,Tech Lead,2021-07-11,EMP1037,On_Leave,73,438.84,0.3150684931506849,0.0136986301369863,0.3424657534246575,3,46.19178082191781,8.99,31.31,Medium,False
EMP1027,Brian Vaughn,uleon@example.net,Sales,Account Manager,2024-03-19,EMP1068,Active,65,534.83,0.26153846153846155,0.07692307692307693,0.36923076923076925,1,47.646153846153844,2.97,29.78,Low,False
EMP1028,John Allen,hollowaygabriel@example.com,Engineering,Senior Engineer,2026-01-12,EMP1103,Active,59,402.31,0.2711864406779661,0.03389830508474576,0.3389830508474576,2,46.559322033898304,3.02,29.14,Low,False
EMP1029,Margaret Robinson DVM,johnsonamanda@example.net,Sales,Sales Director,2020-04-05,EMP1134,Active,99,549.03,0.5656565656565656,0.06060606060606061,0.42424242424242425,1,53.21212121212121,28.85,43.47,Medium,False
EMP1030,Heidi Montgomery,nmcdaniel@example.net,Finance,Financial Analyst,2018-07-14,EMP1111,Active,56,287.25,0.19642857142857142,0.07142857142857142,0.3392857142857143,4,50.57142857142857,21.07,38.77,Medium,False
EMP1031,Amy Tate,jacobsonsandra@example.com,Sales,Sales Rep,2024-04-29,EMP1127,Active,70,513.89,0.2571428571428571,0.08571428571428572,0.4714285714285714,1,49.08571428571429,11.41,34.02,Medium,False
EMP1032,Krista Garrett,thammond@example.org,Sales,SDR,2024-06-30,EMP1119,Active,64,343.37,0.25,0.015625,0.296875,1,44.40625,22.71,35.73,Medium,False
EMP1033,Lori Rodriguez,ejohnson@example.org,Finance,Financial Analyst,2018-10-21,EMP1100,Active,61,287.76,0.29508196721311475,0.03278688524590164,0.39344262295081966,3,47.08196721311475,4.01,29.85,Low,False
EMP1034,Jeremiah Bowman,lindsey81@example.org,Engineering,Tech Lead,2026-05-06,EMP1000,On_Leave,74,647.85,0.28378378378378377,0.06756756756756757,0.4189189189189189,1,48.33783783783784,9.0,32.6,Medium,False
EMP1035,Matthew Howard,xbryant@example.com,Engineering,Tech Lead,2018-11-13,EMP1072,Active,53,465.71999999999997,0.11320754716981132,0.05660377358490566,0.32075471698113206,0,43.660377358490564,16.19,32.67,Medium,False
EMP1036,Joshua Chang,cwhite@example.org,Engineering,Architect,2019-08-22,EMP1078,Active,65,552.72,0.3076923076923077,0.0,0.36923076923076925,1,45.52307692307692,13.78,32.83,Medium,False
EMP1037,Jamie Stevens,barkeramber@example.net,Engineering,Tech Lead,2019-09-01,EMP1103,Active,85,713.8100000000001,0.6,0.03529411764705882,0.32941176470588235,2,53.294117647058826,22.43,40.95,Medium,False
EMP1038,Benjamin Perez,fullermichelle@example.net,Sales,Sales Rep,2018-12-27,EMP1102,Active,103,470.27000000000004,0.5922330097087378,0.0970873786407767,0.3883495145631068,5,52.49514563106796,28.51,42.9,Medium,False
EMP1039,Rhonda Villegas,johnsonjoseph@example.com,Engineering,DevOps,2022-02-10,EMP1019,Active,80,404.23,0.625,0.0625,0.3,1,52.4875,26.68,42.16,Medium,False
EMP1040,Cynthia Hernandez,cassandra05@example.net,Operations,Operations Manager,2022-10-12,EMP1042,Active,84,905.11,0.5952380952380952,0.08333333333333333,0.40476190476190477,3,57.26190476190476,39.66,50.22,High,True
EMP1041,Donna Salas,tina40@example.net,Finance,Controller,2019-04-09,EMP1030,Active,54,441.61,0.2037037037037037,0.018518518518518517,0.5,2,49.092592592592595,16.37,36.0,Medium,False
EMP1042,Ryan Brown,david70@example.net,Operations,Operations Manager,2024-02-12,EMP1092,Active,69,431.38,0.2318840579710145,0.08695652173913043,0.3333333333333333,4,47.57971014492754,12.26,33.45,Medium,False
EMP1043,Donna Lewis,melaniewilliams@example.net,Sales,Sales Director,2023-01-27,EMP1016,Active,60,304.84,0.26666666666666666,0.0,0.4666666666666667,2,45.35,15.85,33.55,Medium,False
EMP1044,Hannah King,andrew65@example.com,Finance,Auditor,2025-01-13,EMP1057,Terminating,57,468.86,0.3508771929824561,0.07017543859649122,0.38596491228070173,2,48.526315789473685,6.48,31.71,Medium,False
EMP1045,Heather Jennings,christian33@example.org,Engineering,Tech Lead,2024-05-28,EMP1036,Active,48,370.02,0.22916666666666666,0.041666666666666664,0.4166666666666667,1,47.645833333333336,7.1,31.43,Medium,False
EMP1046,Jasmin West,thomasharris@example.com,Engineering,Architect,2024-10-29,EMP1020,Terminating,184,16861.89,1.0,0.1793478260869565,0.6358695652173914,60,95.17391304347827,98.92,96.67,Critical,True
EMP1047,Bryan King,brooksdanielle@example.org,Engineering,Senior Engineer,2021-06-06,EMP1103,Active,63,497.23,0.25396825396825395,0.031746031746031744,0.36507936507936506,6,46.46031746031746,17.69,34.95,Medium,False
EMP1048,Tammy Oneill,joshuaolsen@example.com,Engineering,Software Engineer,2024-01-03,EMP1059,Active,58,651.16,0.15517241379310345,0.017241379310344827,0.4827586206896552,1,48.8448275862069,14.37,35.05,Medium,False
EMP1049,Benjamin Myers,wmorton@example.com,Sales,Sales Rep,2019-03-13,EMP1018,Active,69,591.76,0.2753623188405797,0.057971014492753624,0.4492753623188406,3,49.89855072463768,11.75,34.64,Medium,False
EMP1050,Karen Thomas,ttyler@example.net,IT,Security Analyst,2022-11-07,EMP1011,Active,67,443.12,0.2537313432835821,0.1044776119402985,0.2537313432835821,0,44.28358208955224,32.57,39.6,Medium,True
EMP1051,Steven Flynn,isaac57@example.com,HR,HR Director,2025-07-03,EMP1142,Active,180,15899.1,1.0,0.20555555555555555,0.6166666666666667,56,95.57222222222222,97.79,96.46,Critical,True
EMP1052,Michael Wagner,njohnson@example.com,Sales,Sales Rep,2021-10-03,EMP1101,Active,49,482.71,0.3673469387755102,0.08163265306122448,0.40816326530612246,3,53.10204081632653,7.29,34.78,Medium,False
EMP1053,Jonathan Graham,nicoleirwin@example.org,Legal,Paralegal,2018-10-30,EMP1149,Active,47,246.88,0.3829787234042553,0.06382978723404255,0.48936170212765956,1,49.361702127659576,13.43,34.99,Medium,False
EMP1054,James Robertson,chavezhenry@example.net,Sales,Sales Rep,2020-08-07,EMP1009,Active,51,338.12,0.29411764705882354,0.09803921568627451,0.2549019607843137,1,49.411764705882355,29.68,41.52,Medium,False
EMP1055,Cynthia Hodges,nguyenpedro@example.net,Operations,Coordinator,2025-10-07,EMP1126,Active,68,428.19,0.2647058823529412,0.029411764705882353,0.5294117647058824,0,47.44117647058823,15.0,34.46,Medium,False
EMP1056,Amy Gonzales,smithmichelle@example.com,Finance,CFO,2020-09-17,EMP1002,Active,38,316.33,0.13157894736842105,0.05263157894736842,0.3157894736842105,1,46.23684210526316,26.74,38.44,Medium,False
EMP1057,Kevin Romero,agarrett@example.com,Finance,Controller,2026-06-14,EMP1100,Active,66,654.27,0.3333333333333333,0.0,0.42424242424242425,2,52.621212121212125,22.64,40.63,Medium,False
EMP1058,Diamond Williams,bobpayne@example.org,Sales,Sales Director,2020-08-10,EMP1102,Active,61,499.22,0.18032786885245902,0.01639344262295082,0.45901639344262296,1,47.377049180327866,6.66,31.09,Medium,False
EMP1059,Misty Martin,mercedesgomez@example.org,Engineering,Senior Engineer,2024-11-04,EMP1019,Active,107,535.21,0.5514018691588785,0.06542056074766354,0.4205607476635514,2,52.09345794392523,25.83,41.59,Medium,False
EMP1060,Patrick Combs,zachary61@example.com,Engineering,Tech Lead,2022-12-23,EMP1063,Terminating,59,287.56,0.3559322033898305,0.05084745762711865,0.4406779661016949,3,52.30508474576271,10.59,35.62,Medium,False
EMP1061,Jacob Carr,tiffany85@example.com,Operations,Project Manager,2025-11-10,EMP1117,Active,52,170.93,0.40384615384615385,0.038461538461538464,0.25,2,47.0,29.14,39.86,Medium,False
EMP1062,Jeremiah Smith,chrisjackson@example.com,Operations,Analyst,2025-04-07,EMP1042,Active,52,386.38,0.38461538461538464,0.019230769230769232,0.4423076923076923,1,50.17307692307692,8.89,33.66,Medium,False
EMP1063,Paula Walsh,cassandra46@example.com,Engineering,Tech Lead,2023-05-29,EMP1045,On_Leave,70,378.23,0.15714285714285714,0.04285714285714286,0.37142857142857144,1,44.91428571428571,8.51,30.35,Medium,False
EMP1064,Taylor Curtis DVM,herrerakimberly@example.org,IT,IT Admin,2020-02-28,EMP1136,Active,50,428.0,0.36,0.06,0.38,1,52.68,10.97,36.0,Medium,False
EMP1065,Christina Velez,sanchezpatricia@example.net,Engineering,Architect,2025-03-27,EMP1075,On_Leave,50,127.04,0.34,0.06,0.36,3,46.2,21.71,36.4,Medium,False
EMP1066,Kelly Obrien,david45@example.com,Operations,Analyst,2019-06-01,EMP1004,Active,69,580.55,0.2028985507246377,0.028985507246376812,0.43478260869565216,2,47.333333333333336,8.51,31.8,Medium,False
EMP1067,Kelsey Torres,jodi39@example.net,Finance,Auditor,2021-05-17,EMP1104,On_Leave,54,326.74,0.24074074074074073,0.018518518518518517,0.4074074074074074,6,49.648148148148145,17.18,36.66,Medium,False
EMP1068,Robin Perry,brianna88@example.net,Sales,Account Manager,2020-03-03,EMP1032,Active,69,623.39,0.4057971014492754,0.07246376811594203,0.4782608695652174,3,53.34782608695652,14.47,37.8,Medium,False
EMP1069,Robert Johnson,ryan14@example.org,Sales,Account Manager,2019-04-21,EMP1016,Active,65,733.93,0.3384615384615385,0.03076923076923077,0.4,2,47.784615384615385,15.28,34.78,Medium,False
EMP1070,Michael Elliott,cynthia97@example.com,Sales,SDR,2020-11-12,EMP1109,Active,46,425.64,0.30434782608695654,0.043478260869565216,0.45652173913043476,1,48.84782608695652,8.3,32.63,Medium,False
EMP1071,Matthew Rose,robert55@example.com,Engineering,DevOps,2022-12-01,EMP1026,Active,58,307.52,0.27586206896551724,0.05172413793103448,0.3620689655172414,1,45.91379310344828,2.12,28.4,Low,False
EMP1072,Emily Tucker,xgutierrez@example.org,Engineering,Tech Lead,2021-10-20,EMP1065,Active,62,323.4,0.16129032258064516,0.0,0.41935483870967744,3,45.54838709677419,30.0,39.33,Medium,False
EMP1073,Jeremy Allen,fmoody@example.com,Operations,Analyst,2020-08-12,EMP1004,Active,54,453.44,0.24074074074074073,0.09259259259259259,0.48148148148148145,1,49.68518518518518,8.03,33.02,Medium,False
EMP1074,Dawn Wells,davidrojas@example.org,Finance,CFO,2025-09-04,EMP1067,Active,58,250.53,0.20689655172413793,0.034482758620689655,0.3793103448275862,0,43.63793103448276,11.96,30.97,Medium,False
EMP1075,Jason Lewis,shortanthony@example.org,Engineering,Software Engineer,2022-04-04,EMP1046,Active,181,14673.04,1.0,0.20994475138121546,0.6298342541436464,64,95.91160220994475,100.0,97.55,Critical,True
EMP1076,Alexis Velazquez,john87@example.org,Operations,Analyst,2018-06-26,EMP1062,Active,55,330.96999999999997,0.3090909090909091,0.01818181818181818,0.38181818181818183,1,46.763636363636365,4.66,29.92,Low,False
EMP1077,Samantha Fernandez,bradlong@example.com,Sales,Sales Rep,2019-12-16,EMP1105,Active,76,649.02,0.21052631578947367,0.05263157894736842,0.40789473684210525,3,48.5,14.25,34.8,Medium,False
EMP1078,Shelley Lee,gina42@example.org,Engineering,Tech Lead,2024-04-27,EMP1021,Active,57,410.61,0.3157894736842105,0.03508771929824561,0.47368421052631576,0,50.43859649122807,14.91,36.23,Medium,False
EMP1079,Denise Wolf,kathleenhernandez@example.net,Finance,Controller,2021-11-27,EMP1056,Active,65,419.67,0.4307692307692308,0.015384615384615385,0.3230769230769231,0,49.46153846153846,11.75,34.38,Medium,False
EMP1080,Melanie Peterson,dylancopeland@example.net,IT,Network Engineer,2023-08-15,EMP1023,On_Leave,90,702.5,0.5555555555555556,0.044444444444444446,0.45555555555555555,0,53.3,23.63,41.43,Medium,False
EMP1081,Paula Snyder,melissaoliver@example.com,Engineering,Software Engineer,2019-07-16,EMP1021,Terminating,59,489.89,0.4406779661016949,0.01694915254237288,0.559322033898305,1,56.54237288135593,23.92,43.49,Medium,False
EMP1082,Anthony Foster,michael26@example.net,HR,Recruiter,2026-01-14,EMP1006,Terminating,80,619.85,0.65,0.1,0.325,3,54.9125,35.0,46.95,Medium,True
EMP1083,Christine Hutchinson,hgriffin@example.net,Operations,Project Manager,2021-08-20,EMP1092,Active,77,470.88,0.33766233766233766,0.1038961038961039,0.38961038961038963,2,48.36363636363637,13.78,34.53,Medium,False
EMP1084,Diane Fox,dwilson@example.com,Operations,Analyst,2023-04-17,EMP1040,Active,61,553.7,0.19672131147540983,0.11475409836065574,0.32786885245901637,2,45.0,21.94,35.78,Medium,False
EMP1085,Matthew Holmes,barnettjonathan@example.com,Sales,SDR,2023-04-17,EMP1038,Active,89,718.72,0.5617977528089888,0.06741573033707865,0.33707865168539325,3,54.95505617977528,22.45,41.95,Medium,False
EMP1086,Chad Vega,bobbyobrien@example.com,Sales,SDR,2020-06-05,EMP1138,Active,54,375.34999999999997,0.37037037037037035,0.018518518518518517,0.5740740740740741,1,52.7962962962963,21.25,40.18,Medium,False
EMP1087,Kelsey Smith,lindaclark@example.net,IT,Support Specialist,2025-07-12,EMP1064,Active,65,703.98,0.3230769230769231,0.03076923076923077,0.4307692307692308,2,52.90769230769231,8.54,35.16,Medium,False
EMP1088,Sarah Hamilton,ugray@example.net,Operations,Analyst,2024-01-20,EMP1090,Active,69,428.27,0.15942028985507245,0.043478260869565216,0.34782608695652173,0,43.85507246376812,19.47,34.1,Medium,False
EMP1089,Diana Burns,christopher01@example.net,Legal,Compliance Officer,2022-01-20,EMP1107,Active,68,429.61,0.3088235294117647,0.014705882352941176,0.4264705882352941,2,49.411764705882355,7.33,32.58,Medium,False
EMP1090,Nathaniel Rodriguez,blankenshipelizabeth@example.com,Operations,Analyst,2023-01-28,EMP1117,On_Leave,62,426.65,0.3548387096774194,0.06451612903225806,0.41935483870967744,1,48.435483870967744,2.35,30.0,Medium,False
EMP1091,Christina Johnson,john63@example.org,IT,Security Analyst,2020-02-11,EMP1122,Active,57,621.39,0.2807017543859649,0.0,0.43859649122807015,2,51.85964912280702,17.49,38.11,Medium,False
EMP1092,Randy Andrews,zrichardson@example.net,Operations,Project Manager,2026-03-23,EMP1004,Active,61,357.46999999999997,0.26229508196721313,0.04918032786885246,0.3770491803278688,3,45.40983606557377,7.28,30.16,Medium,False
EMP1093,Brett Parks,leekyle@example.org,Operations,Coordinator,2019-05-25,EMP1090,Active,87,694.02,0.6206896551724138,0.05747126436781609,0.3793103448275862,2,57.71264367816092,34.13,48.28,Medium,True
EMP1094,Sheri Valenzuela,odaniel@example.net,Engineering,Architect,2019-01-03,EMP1059,Active,68,236.72,0.2647058823529412,0.058823529411764705,0.3382352941176471,1,44.60294117647059,14.17,32.43,Medium,False
EMP1095,Rebecca Daniels,aholmes@example.com,Finance,Controller,2021-11-08,EMP1024,Active,55,381.06,0.32727272727272727,0.05454545454545454,0.2727272727272727,1,50.58181818181818,26.04,40.77,Medium,False
EMP1096,Jamie Juarez,robert11@example.net,Engineering,Tech Lead,2023-03-17,EMP1039,Active,57,413.73,0.3157894736842105,0.017543859649122806,0.3333333333333333,3,45.228070175438596,12.57,32.16,Medium,False
EMP1097,Angela Hudson,alanfisher@example.com,Finance,Accountant,2021-08-24,EMP1067,Active,44,269.74,0.29545454545454547,0.0,0.38636363636363635,3,49.47727272727273,23.27,38.99,Medium,False
EMP1098,Nicholas Cooper,scott41@example.com,Finance,Accountant,2020-08-27,EMP1100,Active,68,497.57,0.27941176470588236,0.029411764705882353,0.3235294117647059,4,46.911764705882355,8.94,31.72,Medium,False
EMP1099,Kelly Jones,bowmanbrandon@example.net,Engineering,Architect,2022-07-06,EMP1059,Active,73,469.84000000000003,0.1643835616438356,0.1095890410958904,0.4657534246575342,0,46.602739726027394,19.05,35.58,Medium,False
EMP1100,Daniel Hernandez,johnfranklin@example.com,Finance,Controller,2025-08-05,EMP1007,Active,62,533.72,0.20967741935483872,0.06451612903225806,0.3387096774193548,3,47.53225806451613,5.48,30.71,Medium,False
EMP1101,William Strong,ballgina@example.com,Sales,Sales Rep,2021-09-23,EMP1134,Terminating,60,288.86,0.23333333333333334,0.05,0.3333333333333333,4,45.21666666666667,9.24,30.83,Medium,False
EMP1102,James Warren,kbrown@example.net,Sales,Sales Rep,2019-06-28,EMP1144,Active,68,270.73,0.29411764705882354,0.04411764705882353,0.3235294117647059,5,47.0735294117647,14.06,33.87,Medium,False
EMP1103,Brianna Browning,megancampbell@example.net,Engineering,Software Engineer,2018-11-02,EMP1021,Active,66,361.12,0.3333333333333333,0.030303030303030304,0.3484848484848485,1,47.74242424242424,3.66,30.11,Medium,False
EMP1104,Karina Skinner,dcole@example.org,Finance,Accountant,2024-02-06,EMP1007,On_Leave,74,531.75,0.5,0.013513513513513514,0.32432432432432434,1,52.04054054054054,21.31,39.75,Medium,False
EMP1105,Megan Graves,tiffanygill@example.com,Sales,Account Manager,2026-01-31,EMP1038,Active,61,321.34,0.3442622950819672,0.01639344262295082,0.47540983606557374,0,46.721311475409834,12.56,33.06,Medium,False
EMP1106,Julie Davis,eric36@example.org,Engineering,DevOps,2019-01-18,EMP1005,Active,51,316.33,0.29411764705882354,0.0196078431372549,0.35294117647058826,0,48.254901960784316,11.46,33.54,Medium,False
EMP1107,Daniel Meyer,david72@example.com,Legal,Legal Counsel,2021-12-19,EMP1017,Active,65,316.39,0.24615384615384617,0.06153846153846154,0.4153846153846154,0,45.723076923076924,8.43,30.81,Medium,False
EMP1108,Sarah Christensen,leonardlarry@example.org,IT,Support Specialist,2020-02-14,EMP1122,Active,49,275.24,0.2653061224489796,0.061224489795918366,0.5510204081632653,0,46.12244897959184,16.83,34.41,Medium,False
EMP1109,Desiree Wilkins,randallkatelyn@example.org,Sales,SDR,2025-04-02,EMP1038,Active,62,745.64,0.3709677419354839,0.06451612903225806,0.3548387096774194,1,50.16129032258065,12.79,35.21,Medium,False
EMP1110,Seth Wheeler,harrismeghan@example.net,Engineering,Architect,2024-07-02,EMP1019,Active,57,297.07,0.21052631578947367,0.05263157894736842,0.38596491228070173,0,45.280701754385966,9.52,30.98,Medium,False
EMP1111,Tara Avila,rebecca57@example.com,Finance,Controller,2019-09-13,EMP1097,Active,73,558.9499999999999,0.273972602739726,0.0136986301369863,0.3424657534246575,3,49.56164383561644,16.14,36.19,Medium,False
EMP1112,Tina Ramirez,ajones@example.org,Operations,Project Manager,2021-10-04,EMP1090,Active,59,689.95,0.1864406779661017,0.05084745762711865,0.3050847457627119,1,45.3728813559322,27.8,38.34,Medium,False
EMP1113,Mary Reynolds,marcusbarnes@example.org,Finance,Auditor,2019-12-04,EMP1033,Active,61,403.42,0.2459016393442623,0.03278688524590164,0.4262295081967213,1,46.09836065573771,15.09,33.7,Medium,False
EMP1114,Jessica Smith,johnsongregory@example.org,Engineering,Software Engineer,2023-05-27,EMP1071,Active,58,338.84999999999997,0.3448275862068966,0.06896551724137931,0.41379310344827586,1,49.327586206896555,8.28,32.91,Medium,False
EMP1115,Patrick Moore,carlabennett@example.org,Sales,Sales Rep,2022-09-21,EMP1018,Active,54,335.15,0.18518518518518517,0.07407407407407407,0.35185185185185186,0,42.96296296296296,13.96,31.36,Medium,False
EMP1116,Cynthia Briggs,mark46@example.net,Engineering,Architect,2020-08-24,EMP1059,Active,63,301.57,0.2222222222222222,0.031746031746031744,0.36507936507936506,3,43.857142857142854,7.28,29.23,Low,False
EMP1117,Elizabeth Stanton,danielbailey@example.net,Operations,Project Manager,2021-09-12,EMP1073,Active,50,407.71,0.28,0.04,0.44,3,48.88,7.7,32.41,Medium,False
EMP1118,Austin Smith,hallmaria@example.org,Finance,CFO,2023-06-03,EMP1007,Active,53,409.64,0.3584905660377358,0.03773584905660377,0.4339622641509434,5,54.16981132075472,23.28,41.81,Medium,False
EMP1119,Andrea Patterson,davidhuerta@example.com,Sales,Sales Rep,2018-11-10,EMP1049,Active,87,705.46,0.5517241379310345,0.034482758620689655,0.40229885057471265,1,54.81609195402299,16.57,39.52,Medium,False
EMP1120,Bruce Navarro,reginaldkennedy@example.net,Engineering,Tech Lead,2019-08-10,EMP1026,Active,48,489.35,0.2916666666666667,0.041666666666666664,0.375,3,51.416666666666664,6.37,33.4,Medium,False
EMP1121,James Johnson,garciajohn@example.org,Sales,SDR,2020-02-19,EMP1077,Active,105,844.33,0.6190476190476191,0.02857142857142857,0.3619047619047619,5,54.98095238095238,41.22,49.48,Medium,True
EMP1122,Jason Harris,harrisdavid@example.com,IT,Security Analyst,2023-12-20,EMP1136,Active,92,1081.22,0.6195652173913043,0.05434782608695652,0.4782608695652174,4,59.01086956521739,43.56,52.83,High,True
EMP1123,Stacey Grant,sgomez@example.com,Finance,Controller,2024-06-12,EMP1024,Active,56,357.71000000000004,0.17857142857142858,0.05357142857142857,0.4642857142857143,2,45.05357142857143,16.16,33.5,Medium,False
EMP1124,Linda Bell,kyliecollins@example.org,Finance,Financial Analyst,2025-03-28,EMP1118,Active,55,454.18,0.2909090909090909,0.01818181818181818,0.32727272727272727,0,46.872727272727275,8.76,31.63,Medium,False
EMP1125,Michael Benitez,markweeks@example.net,Engineering,Tech Lead,2025-04-06,EMP1028,Active,62,389.65,0.1935483870967742,0.016129032258064516,0.4032258064516129,0,44.596774193548384,10.58,30.99,Medium,False
EMP1126,Benjamin Taylor,gbarnes@example.org,Operations,Analyst,2018-09-01,EMP1084,Active,60,558.6899999999999,0.45,0.06666666666666667,0.4,2,52.333333333333336,9.22,35.09,Medium,False
EMP1127,Cindy Peterson,joseph42@example.org,Sales,Sales Rep,2023-07-01,EMP1058,On_Leave,67,276.28,0.26865671641791045,0.07462686567164178,0.5373134328358209,3,47.08955223880597,24.94,38.23,Medium,False
EMP1128,Mary Johnson,madisonpage@example.com,Legal,Compliance Officer,2025-10-01,EMP1133,Active,74,367.09999999999997,0.28378378378378377,0.06756756756756757,0.43243243243243246,1,48.648648648648646,20.63,37.44,Medium,False
